#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 917: Rocky Boy, MT
# 
# Data items provided in this file:
#
# Element Name                Value Type               Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value                    None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       Median (1991-2020)       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       % of median (1991-2020)  None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value                    None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value                    None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  Median (1991-2020)       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  % of median (1991-2020)  None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value                    None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value                    None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value                    None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Rocky Boy (917) 
# Montana  SNOTEL Site - 4700 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Sep 7, 2023, 11:40:10 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Median Snow Water Equivalent (1991-2020) (in) Start of Day Values,Snow Water Equivalent % of Median (1991-2020),Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Median Precipitation Accumulation (1991-2020) (in) Start of Day Values,Precipitation Accumulation % of Median (1991-2020),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF)
1967-12-10,0.0,1.2,0,,,4.2,,,,
1967-12-11,0.0,1.2,0,,,4.4,,,,
1967-12-12,1.1,1.2,92,,,4.4,,,,
1967-12-13,1.3,1.2,108,,,4.4,,,,
1967-12-14,1.3,1.2,108,,,4.6,,,,
1967-12-15,1.3,1.2,108,,,4.7,,,,
1967-12-16,1.5,1.2,125,,,4.8,,,,
1967-12-17,1.9,1.2,158,,,4.8,,,,
1967-12-18,1.9,1.3,146,,,4.8,,,,
1967-12-19,1.9,1.4,136,,,4.9,,,,
1967-12-20,1.9,1.4,136,,,5.0,,,,
1967-12-21,1.9,1.4,136,,,5.0,,,,
1967-12-22,2.2,1.4,157,,,5.0,,,,
1967-12-23,2.4,1.4,171,,,5.2,,,,
1967-12-24,2.5,1.6,156,,,5.4,,,,
1967-12-25,2.6,1.6,163,,,5.4,,,,
1967-12-26,2.7,1.6,169,,,5.4,,,,
1967-12-27,2.9,1.8,161,,,5.5,,,,
1967-12-28,3.4,2.0,170,,,5.5,,,,
1967-12-29,3.4,2.0,170,,,5.5,,,,
1967-12-30,3.4,2.1,162,,,5.6,,,,
1967-12-31,3.4,2.2,155,,,5.8,,,,
1968-01-01,3.4,2.2,155,,,5.8,,,,
1968-01-02,3.4,2.2,155,,,5.9,,,,
1968-01-03,3.6,2.2,164,,,6.0,,,,
1968-01-04,3.8,2.2,173,,,6.0,,,,
1968-01-05,3.9,2.4,163,,,6.0,,,,
1968-01-06,3.9,2.4,163,,,6.0,,,,
1968-01-07,3.9,2.5,156,,,6.0,,,,
1968-01-08,4.0,2.6,154,,,6.2,,,,
1968-01-09,4.0,2.6,154,,,6.4,,,,
1968-01-10,4.0,2.7,148,,,6.4,,,,
1968-01-11,4.0,2.7,148,,,6.5,,,,
1968-01-12,4.0,2.8,143,,,6.6,,,,
1968-01-13,4.0,2.8,143,,,6.6,,,,
1968-01-14,4.0,2.8,143,,,6.6,,,,
1968-01-15,4.0,2.8,143,,,6.6,,,,
1968-01-16,4.0,2.8,143,,,6.6,,,,
1968-01-17,4.1,2.8,146,,,6.7,,,,
1968-01-18,4.1,3.0,137,,,6.7,,,,
1968-01-19,4.1,3.0,137,,,6.8,,,,
1968-01-20,4.1,3.0,137,,,6.8,,,,
1968-01-21,4.1,3.1,132,,,6.8,,,,
1968-01-22,4.1,3.1,132,,,6.8,,,,
1968-01-23,4.1,3.1,132,,,6.8,,,,
1968-01-24,4.1,3.1,132,,,6.8,,,,
1968-01-25,4.1,3.2,128,,,6.8,,,,
1968-01-26,4.1,3.2,128,,,6.8,,,,
1968-01-27,4.2,3.2,131,,,6.8,,,,
1968-01-28,4.3,3.2,134,,,6.8,,,,
1968-01-29,4.4,3.2,138,,,6.8,,,,
1968-01-30,4.4,3.2,138,,,6.9,,,,
1968-01-31,4.4,3.2,138,,,7.2,,,,
1968-02-01,4.4,3.2,138,,,7.2,,,,
1968-02-02,4.5,3.2,141,,,7.2,,,,
1968-02-03,4.5,3.2,141,,,7.2,,,,
1968-02-04,4.5,3.2,141,,,7.2,,,,
1968-02-05,4.5,3.4,132,,,7.4,,,,
1968-02-06,4.5,3.4,132,,,7.4,,,,
1968-02-07,4.5,3.4,132,,,7.4,,,,
1968-02-08,4.5,3.4,132,,,7.4,,,,
1968-02-09,4.4,3.6,122,,,7.4,,,,
1968-02-10,4.4,3.6,122,,,7.4,,,,
1968-02-11,4.5,3.6,125,,,7.6,,,,
1968-02-12,4.6,3.7,124,,,7.6,,,,
1968-02-13,4.6,3.7,124,,,7.6,,,,
1968-02-14,4.7,3.7,127,,,7.8,,,,
1968-02-15,4.7,3.8,124,,,7.8,,,,
1968-02-16,4.7,3.7,127,,,7.8,,,,
1968-02-17,4.7,3.8,124,,,7.8,,,,
1968-02-18,4.7,3.8,124,,,7.9,,,,
1968-02-19,4.7,3.8,124,,,8.0,,,,
1968-02-20,4.7,3.8,124,,,8.0,,,,
1968-02-21,4.7,3.9,121,,,8.1,,,,
1968-02-22,4.7,4.0,118,,,8.1,,,,
1968-02-23,4.7,4.0,118,,,8.1,,,,
1968-02-24,4.7,4.0,118,,,8.1,,,,
1968-02-25,4.7,4.2,112,,,8.2,,,,
1968-02-26,4.7,4.2,112,,,8.2,,,,
1968-02-27,4.7,4.2,112,,,8.4,,,,
1968-02-28,4.7,4.4,107,,,8.6,,,,
1968-02-29,4.7,4.3,109,,,8.6,,,,
1968-03-01,4.7,4.4,107,,,8.7,,,,
1968-03-02,4.7,4.4,107,,,8.8,,,,
1968-03-03,4.7,4.4,107,,,8.8,,,,
1968-03-04,4.7,4.4,107,,,8.8,,,,
1968-03-05,4.8,4.4,109,,,8.9,,,,
1968-03-06,4.8,4.4,109,,,9.0,,,,
1968-03-07,4.8,4.6,104,,,9.0,,,,
1968-03-08,4.9,4.6,107,,,9.0,,,,
1968-03-09,4.9,4.6,107,,,9.0,,,,
1968-03-10,4.9,4.6,107,,,9.0,,,,
1968-03-11,4.9,4.6,107,,,9.0,,,,
1968-03-12,4.9,4.5,109,,,9.0,,,,
1968-03-13,5.0,4.4,114,,,9.0,,,,
1968-03-14,5.0,4.4,114,,,9.0,,,,
1968-03-15,5.0,4.4,114,,,9.0,,,,
1968-03-16,5.0,4.4,114,,,9.0,,,,
1968-03-17,5.0,4.4,114,,,9.2,,,,
1968-03-18,5.0,4.4,114,,,9.2,,,,
1968-03-19,5.0,4.3,116,,,9.3,,,,
1968-03-20,5.0,4.4,114,,,9.4,,,,
1968-03-21,5.0,4.4,114,,,9.6,,,,
1968-03-22,5.1,4.5,113,,,9.6,,,,
1968-03-23,5.1,4.6,111,,,9.6,,,,
1968-03-24,5.1,4.4,116,,,9.6,,,,
1968-03-25,5.1,4.2,121,,,9.6,,,,
1968-03-26,5.1,4.1,124,,,9.7,,,,
1968-03-27,5.0,3.9,128,,,9.7,,,,
1968-03-28,4.9,3.8,129,,,9.8,,,,
1968-03-29,4.8,3.6,133,,,9.8,,,,
1968-03-30,4.7,3.8,124,,,9.9,,,,
1968-03-31,4.6,3.8,121,,,9.9,,,,
1968-04-01,4.5,3.6,125,,,10.0,,,,
1968-04-02,4.3,3.4,126,,,10.0,,,,
1968-04-03,4.1,3.2,128,,,10.0,,,,
1968-04-04,4.1,3.0,137,,,10.1,,,,
1968-04-05,3.9,3.3,118,,,10.2,,,,
1968-04-06,4.0,3.4,118,,,10.2,,,,
1968-04-07,4.0,3.0,133,,,10.2,,,,
1968-04-08,3.9,2.6,150,,,10.2,,,,
1968-04-09,3.8,2.2,173,,,10.2,,,,
1968-04-10,3.6,2.0,180,,,10.2,,,,
1968-04-11,3.3,2.2,150,,,10.3,,,,
1968-04-12,3.0,2.1,143,,,10.3,,,,
1968-04-13,2.7,1.9,142,,,10.3,,,,
1968-04-14,2.6,1.6,163,,,10.4,,,,
1968-04-15,2.6,1.8,144,,,10.8,,,,
1968-04-16,2.6,1.4,186,,,10.8,,,,
1968-04-17,2.6,1.0,260,,,10.8,,,,
1968-04-18,2.5,0.6,417,,,10.8,,,,
1968-04-19,2.5,0.2,1250,,,10.8,,,,
1968-04-20,2.5,0.2,1250,,,10.8,,,,
1968-04-21,2.5,0.0,,,,11.0,,,,
1968-04-22,2.5,0.0,,,,11.0,,,,
1968-04-23,2.5,0.0,,,,11.0,,,,
1968-04-24,2.5,0.0,,,,11.1,,,,
1968-04-25,2.3,0.0,,,,11.1,,,,
1968-04-26,2.1,0.0,,,,11.1,,,,
1968-04-27,1.9,0.0,,,,11.2,,,,
1968-04-28,1.7,0.0,,,,11.4,,,,
1968-04-29,1.0,0.0,,,,11.9,,,,
1968-04-30,0.1,0.0,,,,12.4,,,,
1968-05-01,0.0,0.0,,,,12.5,,,,
1968-05-02,0.0,0.0,,,,12.5,,,,
1968-05-03,0.0,0.0,,,,12.5,,,,
1968-05-04,0.0,0.0,,,,12.5,,,,
1968-05-05,0.0,0.0,,,,13.0,,,,
1968-05-06,0.0,0.0,,,,13.1,,,,
1968-05-07,0.3,0.0,,,,13.2,,,,
1968-05-08,0.3,0.0,,,,13.2,,,,
1968-05-09,0.0,0.0,,,,13.2,,,,
1968-05-10,0.0,0.0,,,,13.4,,,,
1968-05-11,0.0,0.0,,,,13.6,,,,
1968-05-12,0.0,0.0,,,,14.2,,,,
1968-05-13,0.0,0.0,,,,14.2,,,,
1968-05-14,0.0,0.0,,,,14.2,,,,
1968-05-15,0.0,0.0,,,,14.3,,,,
1968-05-16,0.0,0.0,,,,14.4,,,,
1968-05-17,0.0,0.0,,,,14.4,,,,
1968-05-18,0.0,0.0,,,,14.4,,,,
1968-05-19,0.0,0.0,,,,14.4,,,,
1968-05-20,0.0,0.0,,,,14.5,,,,
1968-05-21,0.0,0.0,,,,14.5,,,,
1968-05-22,0.0,0.0,,,,14.5,,,,
1968-05-23,0.0,0.0,,,,14.6,,,,
1968-05-24,0.0,0.0,,,,14.9,,,,
1968-05-25,0.0,0.0,,,,15.2,,,,
1968-05-26,0.0,0.0,,,,15.2,,,,
1968-05-27,0.0,0.0,,,,15.3,,,,
1968-05-28,0.0,0.0,,,,15.4,,,,
1968-05-29,0.0,0.0,,,,15.5,,,,
1968-05-30,0.0,0.0,,,,16.0,,,,
1968-05-31,0.0,0.0,,,,16.0,,,,
1968-06-01,0.0,0.0,,,,16.2,,,,
1968-06-02,0.0,0.0,,,,16.2,,,,
1968-06-03,0.0,0.0,,,,16.6,,,,
1968-06-04,0.0,0.0,,,,16.6,,,,
1968-06-05,0.0,0.0,,,,16.6,,,,
1968-06-06,0.0,0.0,,,,16.6,,,,
1968-06-07,0.0,0.0,,,,17.0,,,,
1968-06-08,0.0,0.0,,,,17.5,,,,
1968-06-09,0.0,0.0,,,,17.8,,,,
1968-06-10,0.0,0.0,,,,18.0,,,,
1968-06-11,0.0,0.0,,,,18.0,,,,
1968-06-12,0.0,0.0,,,,18.0,,,,
1968-06-13,0.0,0.0,,,,18.2,,,,
1968-06-14,0.0,0.0,,,,18.2,,,,
1968-06-15,0.0,0.0,,,,18.3,,,,
1968-06-16,0.0,0.0,,,,18.4,,,,
1968-06-17,0.0,0.0,,,,18.4,,,,
1968-06-18,0.0,0.0,,,,18.4,,,,
1968-06-19,0.0,0.0,,,,18.4,,,,
1968-06-20,0.0,0.0,,,,18.8,,,,
1968-06-21,0.0,0.0,,,,18.8,,,,
1968-06-22,0.0,0.0,,,,18.8,,,,
1968-06-23,0.0,0.0,,,,19.2,,,,
1968-06-24,0.0,0.0,,,,19.2,,,,
1968-06-25,0.0,0.0,,,,19.2,,,,
1968-06-26,0.0,0.0,,,,19.2,,,,
1968-06-27,0.0,0.0,,,,19.3,,,,
1968-06-28,0.0,0.0,,,,20.0,,,,
1968-06-29,0.0,0.0,,,,20.0,,,,
1968-06-30,0.0,0.0,,,,20.0,,,,
1968-07-01,0.0,0.0,,,,20.2,,,,
1968-07-02,0.0,0.0,,,,20.2,,,,
1968-07-03,0.0,0.0,,,,20.2,,,,
1968-07-04,0.0,0.0,,,,20.2,,,,
1968-07-05,0.0,0.0,,,,20.2,,,,
1968-07-06,0.0,0.0,,,,20.2,,,,
1968-07-07,0.0,0.0,,,,20.2,,,,
1968-07-08,0.0,0.0,,,,20.2,,,,
1968-07-09,0.0,0.0,,,,20.8,,,,
1968-07-10,0.0,0.0,,,,20.8,,,,
1968-07-11,0.0,0.0,,,,20.8,,,,
1968-07-12,0.0,0.0,,,,20.8,,,,
1968-07-13,0.0,0.0,,,,20.8,,,,
1968-07-14,0.0,0.0,,,,20.8,,,,
1968-07-15,0.0,0.0,,,,20.9,,,,
1968-07-16,0.0,0.0,,,,21.0,,,,
1968-07-17,0.0,0.0,,,,21.0,,,,
1968-07-18,0.0,0.0,,,,21.0,,,,
1968-07-19,0.0,0.0,,,,21.0,,,,
1968-07-20,0.0,0.0,,,,21.0,,,,
1968-07-21,0.0,0.0,,,,21.0,,,,
1968-07-22,0.0,0.0,,,,21.0,,,,
1968-07-23,0.0,0.0,,,,21.0,,,,
1968-07-24,0.0,0.0,,,,21.0,,,,
1968-07-25,0.0,0.0,,,,21.0,,,,
1968-07-26,0.0,0.0,,,,21.0,,,,
1968-07-27,0.0,0.0,,,,21.2,,,,
1968-07-28,0.0,0.0,,,,21.2,,,,
1968-07-29,0.0,0.0,,,,21.2,,,,
1968-07-30,0.0,0.0,,,,21.2,,,,
1968-07-31,0.0,0.0,,,,21.2,,,,
1968-08-01,0.0,0.0,,,,21.2,,,,
1968-08-02,0.0,0.0,,,,21.2,,,,
1968-08-03,0.0,0.0,,,,21.2,,,,
1968-08-04,0.0,0.0,,,,21.2,,,,
1968-08-05,0.0,0.0,,,,21.2,,,,
1968-08-06,0.0,0.0,,,,21.2,,,,
1968-08-07,0.0,0.0,,,,21.2,,,,
1968-08-08,0.0,0.0,,,,21.2,,,,
1968-08-09,0.0,0.0,,,,21.2,,,,
1968-08-10,0.0,0.0,,,,21.2,,,,
1968-08-11,0.0,0.0,,,,21.2,,,,
1968-08-12,0.0,0.0,,,,21.4,,,,
1968-08-13,0.0,0.0,,,,21.7,,,,
1968-08-14,0.0,0.0,,,,21.8,,,,
1968-08-15,0.0,0.0,,,,21.8,,,,
1968-08-16,0.0,0.0,,,,21.8,,,,
1968-08-17,0.0,0.0,,,,21.8,,,,
1968-08-18,0.0,0.0,,,,22.1,,,,
1968-08-19,0.0,0.0,,,,22.2,,,,
1968-08-20,0.0,0.0,,,,22.2,,,,
1968-08-21,0.0,0.0,,,,22.2,,,,
1968-08-22,0.0,0.0,,,,22.2,,,,
1968-08-23,0.0,0.0,,,,22.2,,,,
1968-08-24,0.0,0.0,,,,22.2,,,,
1968-08-25,0.0,0.0,,,,22.8,,,,
1968-08-26,0.0,0.0,,,,22.8,,,,
1968-08-27,0.0,0.0,,,,22.9,,,,
1968-08-28,0.0,0.0,,,,23.0,,,,
1968-08-29,0.0,0.0,,,,23.0,,,,
1968-08-30,0.0,0.0,,,,23.0,,,,
1968-08-31,0.0,0.0,,,,23.1,,,,
1968-09-01,0.0,0.0,,,,23.1,,,,
1968-09-02,0.0,0.0,,,,23.1,,,,
1968-09-03,0.0,0.0,,,,23.1,,,,
1968-09-04,0.0,0.0,,,,23.1,,,,
1968-09-05,0.0,0.0,,,,23.2,,,,
1968-09-06,0.0,0.0,,,,23.3,,,,
1968-09-07,0.0,0.0,,,,23.4,,,,
1968-09-08,0.0,0.0,,,,23.8,,,,
1968-09-09,0.0,0.0,,,,23.8,,,,
1968-09-10,0.0,0.0,,,,24.0,,,,
1968-09-11,0.0,0.0,,,,24.2,,,,
1968-09-12,0.0,0.0,,,,24.2,,,,
1968-09-13,0.0,0.0,,,,24.4,,,,
1968-09-14,0.0,0.0,,,,24.4,,,,
1968-09-15,0.0,0.0,,,,24.4,,,,
1968-09-16,0.0,0.0,,,,24.4,,,,
1968-09-17,0.0,0.0,,,,24.4,,,,
1968-09-18,0.0,0.0,,,,24.5,,,,
1968-09-19,0.0,0.0,,,,24.5,,,,
1968-09-20,0.0,0.0,,,,24.5,,,,
1968-09-21,0.0,0.0,,,,24.8,,,,
1968-09-22,0.0,0.0,,,,24.8,,,,
1968-09-23,0.0,0.0,,,,24.9,,,,
1968-09-24,0.0,0.0,,,,24.9,,,,
1968-09-25,0.0,0.0,,,,24.9,,,,
1968-09-26,0.0,0.0,,,,24.9,,,,
1968-09-27,0.0,0.0,,,,25.0,,,,
1968-09-28,0.0,0.0,,,,25.0,,,,
1968-09-29,0.0,0.0,,,,25.0,,,,
1968-09-30,0.0,0.0,,,,25.0,,,,
1968-10-01,0.0,0.0,,,,0.0,,,,
1968-10-02,0.0,0.0,,,,0.0,,,,
1968-10-03,0.0,0.0,,,,0.1,,,,
1968-10-04,0.0,0.0,,,,0.1,,,,
1968-10-05,0.0,0.0,,,,0.2,,,,
1968-10-06,0.0,0.0,,,,0.2,,,,
1968-10-07,0.0,0.0,,,,0.2,,,,
1968-10-08,0.0,0.0,,,,0.5,,,,
1968-10-09,0.0,0.0,,,,0.5,,,,
1968-10-10,0.0,0.0,,,,0.6,,,,
1968-10-11,0.0,0.0,,,,0.7,,,,
1968-10-12,0.0,0.0,,,,0.8,,,,
1968-10-13,0.0,0.0,,,,0.8,,,,
1968-10-14,0.0,0.0,,,,1.0,,,,
1968-10-15,0.0,0.0,,,,1.0,,,,
1968-10-16,0.0,0.0,,,,1.0,,,,
1968-10-17,0.0,0.0,,,,1.1,,,,
1968-10-18,0.0,0.0,,,,1.2,,,,
1968-10-19,0.0,0.0,,,,1.2,,,,
1968-10-20,0.0,0.0,,,,1.2,,,,
1968-10-21,0.0,0.0,,,,1.2,,,,
1968-10-22,0.0,0.0,,,,1.2,,,,
