#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 613: Many Glacier, MT
# 
# Data items provided in this file:
#
# Element Name                Value Type               Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value                    None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       Median (1991-2020)       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       % of median (1991-2020)  None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value                    None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value                    None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  Median (1991-2020)       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  % of median (1991-2020)  None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value                    None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value                    None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value                    None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Many Glacier (613) 
# Montana  SNOTEL Site - 4900 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Sep 7, 2023, 11:37:19 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Median Snow Water Equivalent (1991-2020) (in) Start of Day Values,Snow Water Equivalent % of Median (1991-2020),Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Median Precipitation Accumulation (1991-2020) (in) Start of Day Values,Precipitation Accumulation % of Median (1991-2020),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF)
1976-12-09,2.6,2.5,104,,,11.6,,,,
1976-12-10,3.0,2.6,115,,,12.2,,,,
1976-12-11,3.1,2.8,111,,,12.2,,,,
1976-12-12,3.1,2.6,119,,,12.2,,,,
1976-12-13,3.1,2.8,111,,,12.3,,,,
1976-12-14,3.1,3.1,100,,,12.4,,,,
1976-12-15,3.1,3.4,91,,,12.5,,,,
1976-12-16,3.1,3.4,91,,,12.7,,,,
1976-12-17,3.1,3.6,86,,,12.7,,,,
1976-12-18,3.2,3.8,84,,,12.8,,,,
1976-12-19,3.2,3.8,84,,,12.8,,,,
1976-12-20,3.2,4.0,80,,,13.0,,,,
1976-12-21,3.2,4.0,80,,,13.2,,,,
1976-12-22,3.2,4.1,78,,,13.2,,,,
1976-12-23,3.4,4.2,81,,,13.4,,,,
1976-12-24,3.5,4.2,83,,,13.6,,,,
1976-12-25,3.6,4.2,86,,,13.7,,,,
1976-12-26,4.3,4.2,102,,,13.7,,,,
1976-12-27,4.5,4.2,107,,,13.8,,,,
1976-12-28,4.5,4.4,102,,,13.8,,,,
1976-12-29,4.5,4.5,100,,,14.1,,,,
1976-12-30,4.5,4.6,98,,,14.3,,,,
1976-12-31,4.5,4.6,98,,,14.4,,,,
1977-01-01,4.6,4.6,100,,,14.5,,,,
1977-01-02,4.6,4.8,96,,,14.7,,,,
1977-01-03,4.6,5.2,88,,,14.8,,,,
1977-01-04,4.6,5.3,87,,,14.9,,,,
1977-01-05,4.6,5.3,87,,,15.1,,,,
1977-01-06,4.6,5.4,85,,,15.4,,,,
1977-01-07,4.8,5.7,84,,,15.8,,,,
1977-01-08,4.8,6.0,80,,,15.8,,,,
1977-01-09,4.8,6.2,77,,,16.0,,,,
1977-01-10,4.9,6.4,77,,,16.2,,,,
1977-01-11,4.9,6.4,77,,,16.4,,,,
1977-01-12,5.0,6.6,76,,,16.5,,,,
1977-01-13,5.1,6.8,75,,,16.6,,,,
1977-01-14,5.3,6.8,78,,,16.9,,,,
1977-01-15,5.4,7.2,75,,,17.5,,,,
1977-01-16,5.4,7.4,73,,,17.5,,,,
1977-01-17,5.4,7.4,73,,,17.6,,,,
1977-01-18,5.9,7.6,78,,,17.8,,,,
1977-01-19,5.9,7.7,77,,,17.8,,,,
1977-01-20,5.9,7.8,76,,,18.0,,,,
1977-01-21,5.9,8.0,74,,,18.0,,,,
1977-01-22,5.9,8.2,72,,,18.2,,,,
1977-01-23,5.9,8.2,72,,,18.2,,,,
1977-01-24,5.9,8.2,72,,,18.5,,,,
1977-01-25,5.9,8.4,70,,,18.8,,,,
1977-01-26,5.9,8.6,69,,,19.2,,,,
1977-01-27,5.9,8.6,69,,,19.2,,,,
1977-01-28,5.9,8.8,67,,,19.5,,,,
1977-01-29,5.9,8.9,66,,,19.6,,,,
1977-01-30,5.9,9.0,66,,,20.2,,,,
1977-01-31,5.9,9.0,66,,,20.4,,,,
1977-02-01,5.8,9.2,63,,,20.6,,,,
1977-02-02,5.8,9.2,63,,,20.8,,,,
1977-02-03,5.8,9.2,63,,,21.0,,,,
1977-02-04,5.8,9.2,63,,,21.2,,,,
1977-02-05,5.8,9.2,63,,,21.2,,,,
1977-02-06,5.8,9.4,62,,,21.4,,,,
1977-02-07,5.8,9.3,62,,,21.6,,,,
1977-02-08,5.8,9.3,62,,,21.7,,,,
1977-02-09,5.8,9.3,62,,,22.0,,,,
1977-02-10,6.2,9.3,67,,,22.1,,,,
1977-02-11,6.5,9.4,69,,,22.2,,,,
1977-02-12,6.7,9.5,71,,,22.2,,,,
1977-02-13,6.7,9.6,70,,,22.2,,,,
1977-02-14,6.6,9.8,67,,,22.3,,,,
1977-02-15,6.6,9.8,67,,,22.5,,,,
1977-02-16,6.6,10.0,66,,,22.5,,,,
1977-02-17,6.7,10.2,66,,,22.6,,,,
1977-02-18,6.7,10.2,66,,,22.6,,,,
1977-02-19,6.7,10.3,65,,,22.7,,,,
1977-02-20,6.7,10.6,63,,,22.8,,,,
1977-02-21,6.7,10.6,63,,,22.9,,,,
1977-02-22,6.7,10.6,63,,,23.4,,,,
1977-02-23,7.0,10.6,66,,,24.0,,,,
1977-02-24,7.1,10.8,66,,,24.4,,,,
1977-02-25,7.1,10.8,66,,,24.6,,,,
1977-02-26,7.4,10.8,69,,,25.0,,,,
1977-02-27,7.5,10.8,69,,,25.5,,,,
1977-02-28,7.5,10.8,69,,,25.5,,,,
1977-03-01,7.5,10.8,69,,,25.7,,,,
1977-03-02,7.5,10.9,69,,,26.0,,,,
1977-03-03,7.6,11.0,69,,,26.1,,,,
1977-03-04,7.7,11.0,70,,,26.3,,,,
1977-03-05,7.7,11.2,69,,,26.4,,,,
1977-03-06,7.6,11.4,67,,,26.6,,,,
1977-03-07,7.9,11.5,69,,,26.6,,,,
1977-03-08,8.8,11.6,76,,,26.6,,,,
1977-03-09,9.3,11.6,80,,,26.6,,,,
1977-03-10,9.4,11.8,80,,,26.6,,,,
1977-03-11,9.4,12.0,78,,,26.6,,,,
1977-03-12,9.4,12.3,76,,,26.8,,,,
1977-03-13,9.5,12.4,77,,,26.8,,,,
1977-03-14,9.6,12.4,77,,,26.8,,,,
1977-03-15,9.6,12.4,77,,,27.6,,,,
1977-03-16,9.6,12.6,76,,,27.8,,,,
1977-03-17,9.8,12.6,78,,,27.8,,,,
1977-03-18,9.9,12.6,79,,,27.9,,,,
1977-03-19,10.0,12.7,79,,,28.0,,,,
1977-03-20,10.1,12.8,79,,,28.0,,,,
1977-03-21,10.4,12.8,81,,,28.1,,,,
1977-03-22,10.7,12.8,84,,,28.1,,,,
1977-03-23,10.7,12.6,85,,,28.1,,,,
1977-03-24,10.6,12.5,85,,,28.2,,,,
1977-03-25,10.7,12.4,86,,,28.2,,,,
1977-03-26,10.9,12.4,88,,,28.4,,,,
1977-03-27,11.2,12.6,89,,,28.4,,,,
1977-03-28,12.1,12.6,96,,,28.5,,,,
1977-03-29,12.2,12.6,97,,,28.6,,,,
1977-03-30,12.2,12.6,97,,,28.8,,,,
1977-03-31,12.2,12.8,95,,,28.9,,,,
1977-04-01,12.5,12.6,99,,,28.9,,,,
1977-04-02,12.6,12.4,102,,,29.0,,,,
1977-04-03,12.6,12.6,100,,,29.0,,,,
1977-04-04,12.5,12.5,100,,,29.0,,,,
1977-04-05,12.1,12.4,98,,,29.2,,,,
1977-04-06,11.6,12.4,94,,,29.4,,,,
1977-04-07,10.9,12.4,88,,,29.7,,,,
1977-04-08,10.2,12.4,82,,,29.7,,,,
1977-04-09,9.6,12.2,79,,,29.8,,,,
1977-04-10,9.1,11.6,78,,,30.0,,,,
1977-04-11,8.7,11.1,78,,,30.1,,,,
1977-04-12,8.2,11.0,75,,,30.1,,,,
1977-04-13,7.6,10.7,71,,,30.4,,,,
1977-04-14,7.1,10.5,68,,,30.4,,,,
1977-04-15,6.6,10.4,63,,,30.8,,,,
1977-04-16,6.1,10.4,59,,,31.0,,,,
1977-04-17,5.6,10.0,56,,,31.0,,,,
1977-04-18,5.2,9.4,55,,,31.2,,,,
1977-04-19,5.1,8.6,59,,,31.4,,,,
1977-04-20,5.2,7.8,67,,,31.4,,,,
1977-04-21,4.9,7.2,68,,,31.6,,,,
1977-04-22,3.6,6.6,55,,,31.6,,,,
1977-04-23,2.3,5.9,39,,,31.7,,,,
1977-04-24,0.8,5.0,16,,,31.8,,,,
1977-04-25,0.0,5.0,0,,,31.8,,,,
1977-04-26,0.0,4.6,0,,,32.0,,,,
1977-04-27,0.0,4.1,0,,,32.3,,,,
1977-04-28,0.0,3.4,0,,,32.4,,,,
1977-04-29,0.0,2.4,0,,,32.4,,,,
1977-04-30,0.0,1.8,0,,,32.5,,,,
1977-05-01,0.0,1.5,0,,,32.6,,,,
1977-05-02,0.0,1.0,0,,,32.8,,,,
1977-05-03,0.0,0.6,0,,,32.8,,,,
1977-05-04,0.0,0.4,0,,,33.0,,,,
1977-05-05,0.0,0.2,0,,,33.3,,,,
1977-05-06,0.0,0.0,,,,33.4,,,,
1977-05-07,0.0,0.0,,,,33.6,,,,
1977-05-08,0.0,0.0,,,,33.8,,,,
1977-05-09,0.0,0.0,,,,33.8,,,,
1977-05-10,0.0,0.0,,,,33.8,,,,
1977-05-11,0.0,0.0,,,,33.8,,,,
1977-05-12,0.0,0.0,,,,34.0,,,,
1977-05-13,0.0,0.0,,,,34.0,,,,
1977-05-14,0.0,0.0,,,,34.0,,,,
1977-05-15,0.0,0.0,,,,34.0,,,,
1977-05-16,0.0,0.0,,,,34.0,,,,
1977-05-17,0.0,0.0,,,,34.0,,,,
1977-05-18,0.0,0.0,,,,34.0,,,,
1977-05-19,0.0,0.0,,,,34.0,,,,
1977-05-20,0.0,0.0,,,,34.2,,,,
1977-05-21,0.0,0.0,,,,34.4,,,,
1977-05-22,0.0,0.0,,,,34.4,,,,
1977-05-23,0.0,0.0,,,,34.4,,,,
1977-05-24,0.0,0.0,,,,35.0,,,,
1977-05-25,0.0,0.0,,,,35.6,,,,
1977-05-26,0.0,0.0,,,,36.0,,,,
1977-05-27,0.0,0.0,,,,36.1,,,,
1977-05-28,0.0,0.0,,,,36.2,,,,
1977-05-29,0.0,0.0,,,,36.4,,,,
1977-05-30,0.0,0.0,,,,36.6,,,,
1977-05-31,0.0,0.0,,,,36.6,,,,
1977-06-01,0.0,0.0,,,,36.6,,,,
1977-06-02,0.0,0.0,,,,36.6,,,,
1977-06-03,0.0,0.0,,,,36.6,,,,
1977-06-04,0.0,0.0,,,,36.7,,,,
1977-06-05,0.0,0.0,,,,37.0,,,,
1977-06-06,0.0,0.0,,,,37.1,,,,
1977-06-07,0.0,0.0,,,,37.1,,,,
1977-06-08,0.0,0.0,,,,37.1,,,,
1977-06-09,0.0,0.0,,,,37.2,,,,
1977-06-10,0.0,0.0,,,,37.5,,,,
1977-06-11,0.0,0.0,,,,38.2,,,,
1977-06-12,0.0,0.0,,,,38.2,,,,
1977-06-13,0.0,0.0,,,,38.2,,,,
1977-06-14,0.0,0.0,,,,38.4,,,,
1977-06-15,0.0,0.0,,,,38.4,,,,
1977-06-16,0.0,0.0,,,,38.4,,,,
1977-06-17,0.0,0.0,,,,38.9,,,,
1977-06-18,0.0,0.0,,,,39.2,,,,
1977-06-19,0.0,0.0,,,,39.7,,,,
1977-06-20,0.0,0.0,,,,40.0,,,,
1977-06-21,0.0,0.0,,,,40.0,,,,
1977-06-22,0.0,0.0,,,,40.1,,,,
1977-06-23,0.0,0.0,,,,40.4,,,,
1977-06-24,0.0,0.0,,,,40.6,,,,
1977-06-25,0.0,0.0,,,,40.8,,,,
1977-06-26,0.0,0.0,,,,41.0,,,,
1977-06-27,0.0,0.0,,,,41.0,,,,
1977-06-28,0.0,0.0,,,,41.0,,,,
1977-06-29,0.0,0.0,,,,41.0,,,,
1977-06-30,0.0,0.0,,,,41.1,,,,
1977-07-01,0.0,0.0,,,,41.2,,,,
1977-07-02,0.0,0.0,,,,41.4,,,,
1977-07-03,0.0,0.0,,,,41.4,,,,
1977-07-04,0.0,0.0,,,,41.4,,,,
1977-07-05,0.0,0.0,,,,41.4,,,,
1977-07-06,0.0,0.0,,,,41.4,,,,
1977-07-07,0.0,0.0,,,,41.4,,,,
1977-07-08,0.0,0.0,,,,41.4,,,,
1977-07-09,0.0,0.0,,,,41.4,,,,
1977-07-10,0.0,0.0,,,,41.4,,,,
1977-07-11,0.0,0.0,,,,41.4,,,,
1977-07-12,0.0,0.0,,,,41.4,,,,
1977-07-13,0.0,0.0,,,,41.4,,,,
1977-07-14,0.0,0.0,,,,41.4,,,,
1977-07-15,0.0,0.0,,,,41.4,,,,
1977-07-16,0.0,0.0,,,,41.4,,,,
1977-07-17,0.0,0.0,,,,41.4,,,,
1977-07-18,0.0,0.0,,,,41.4,,,,
1977-07-19,0.0,0.0,,,,41.4,,,,
1977-07-20,0.0,0.0,,,,41.4,,,,
1977-07-21,0.0,0.0,,,,41.4,,,,
1977-07-22,0.0,0.0,,,,41.6,,,,
1977-07-23,0.0,0.0,,,,41.6,,,,
1977-07-24,0.0,0.0,,,,41.6,,,,
1977-07-25,0.0,0.0,,,,41.9,,,,
1977-07-26,0.0,0.0,,,,41.9,,,,
1977-07-27,0.0,0.0,,,,41.9,,,,
1977-07-28,0.0,0.0,,,,41.9,,,,
1977-07-29,0.0,0.0,,,,41.9,,,,
1977-07-30,0.0,0.0,,,,41.9,,,,
1977-07-31,0.0,0.0,,,,41.9,,,,
1977-08-01,0.0,0.0,,,,41.9,,,,
1977-08-02,0.0,0.0,,,,41.9,,,,
1977-08-03,0.0,0.0,,,,41.9,,,,
1977-08-04,0.0,0.0,,,,41.9,,,,
1977-08-05,0.0,0.0,,,,41.9,,,,
1977-08-06,0.0,0.0,,,,41.9,,,,
1977-08-07,0.0,0.0,,,,41.9,,,,
1977-08-08,0.0,0.0,,,,41.9,,,,
1977-08-09,0.0,0.0,,,,41.9,,,,
1977-08-10,0.0,0.0,,,,41.9,,,,
1977-08-11,0.0,0.0,,,,41.9,,,,
1977-08-12,0.0,0.0,,,,41.9,,,,
1977-08-13,0.0,0.0,,,,41.9,,,,
1977-08-14,0.0,0.0,,,,41.9,,,,
1977-08-15,0.0,0.0,,,,41.9,,,,
1977-08-16,0.0,0.0,,,,41.9,,,,
1977-08-17,0.0,0.0,,,,41.9,,,,
1977-08-18,0.0,0.0,,,,41.9,,,,
1977-08-19,0.0,0.0,,,,42.0,,,,
1977-08-20,0.0,0.0,,,,42.0,,,,
1977-08-21,0.0,0.0,,,,42.2,,,,
1977-08-22,0.0,0.0,,,,42.4,,,,
1977-08-23,0.0,0.0,,,,42.8,,,,
1977-08-24,0.0,0.0,,,,43.0,,,,
1977-08-25,0.0,0.0,,,,43.2,,,,
1977-08-26,0.0,0.0,,,,43.4,,,,
1977-08-27,0.0,0.0,,,,43.4,,,,
1977-08-28,0.0,0.0,,,,43.4,,,,
1977-08-29,0.0,0.0,,,,43.4,,,,
1977-08-30,0.0,0.0,,,,43.4,,,,
1977-08-31,0.0,0.0,,,,43.5,,,,
1977-09-01,0.0,0.0,,,,43.5,,,,
1977-09-02,0.0,0.0,,,,43.5,,,,
1977-09-03,0.0,0.0,,,,43.5,,,,
1977-09-04,0.0,0.0,,,,43.6,,,,
1977-09-05,0.0,0.0,,,,43.7,,,,
1977-09-06,0.0,0.0,,,,43.7,,,,
1977-09-07,0.0,0.0,,,,43.7,,,,
1977-09-08,0.0,0.0,,,,43.7,,,,
1977-09-09,0.0,0.0,,,,43.7,,,,
1977-09-10,0.0,0.0,,,,43.8,,,,
1977-09-11,0.0,0.0,,,,44.0,,,,
1977-09-12,0.0,0.0,,,,44.4,,,,
1977-09-13,0.0,0.0,,,,44.4,,,,
1977-09-14,0.0,0.0,,,,44.4,,,,
1977-09-15,0.0,0.0,,,,44.4,,,,
1977-09-16,0.0,0.0,,,,44.5,,,,
1977-09-17,0.0,0.0,,,,44.5,,,,
1977-09-18,0.0,0.0,,,,44.8,,,,
1977-09-19,0.0,0.0,,,,45.0,,,,
1977-09-20,0.0,0.0,,,,45.2,,,,
1977-09-21,0.0,0.0,,,,45.2,,,,
1977-09-22,0.0,0.0,,,,45.4,,,,
1977-09-23,0.0,0.0,,,,45.7,,,,
1977-09-24,0.0,0.0,,,,45.7,,,,
1977-09-25,0.0,0.0,,,,45.7,,,,
1977-09-26,0.0,0.0,,,,45.7,,,,
1977-09-27,0.0,0.0,,,,45.7,,,,
1977-09-28,0.0,0.0,,,,45.7,,,,
1977-09-29,0.0,0.0,,,,45.7,,,,
1977-09-30,0.0,0.0,,,,45.7,,,,
1977-10-01,0.0,0.0,,,,0.0,,,,
1977-10-02,0.0,0.0,,,,0.0,,,,
1977-10-03,0.0,0.0,,,,0.2,,,,
1977-10-04,0.0,0.0,,,,0.2,,,,
1977-10-05,0.0,0.0,,,,0.2,,,,
1977-10-06,0.0,0.0,,,,0.6,,,,
1977-10-07,0.0,0.0,,,,0.6,,,,
1977-10-08,0.0,0.0,,,,0.8,,,,
1977-10-09,0.0,0.0,,,,0.9,,,,
1977-10-10,0.0,0.0,,,,0.9,,,,
1977-10-11,0.0,0.0,,,,0.9,,,,
1977-10-12,0.0,0.0,,,,1.0,,,,
1977-10-13,0.0,0.0,,,,1.1,,,,
1977-10-14,0.0,0.0,,,,1.2,,,,
1977-10-15,0.0,0.0,,,,1.4,,,,
1977-10-16,0.0,0.0,,,,1.5,,,,
1977-10-17,0.0,0.0,,,,1.8,,,,
1977-10-18,0.0,0.0,,,,1.9,,,,
1977-10-19,0.0,0.0,,,,2.3,,,,
1977-10-20,0.0,0.0,,,,2.4,,,,
1977-10-21,0.0,0.0,,,,2.4,,,,
1977-10-22,0.0,0.0,,,,2.6,,,,
1977-10-23,0.0,0.0,,,,2.8,,,,
