SBID,Name,Downstream_ID,Profile,ReachLength,Gauged,Area,Elevation,AvgLatit,AvgLongit,AvgSlope,AvgAspect,DomLU,DomLUArea,DomLUFrac,DomVeg,DomVegArea,DomVegFrac,TotalUpstreamArea,k,c,seg_slope,Q,W,d,zch,sidwd,botwd,Ach,Pch,Rch,V,n
113532,sub113532,113545,Chn_113532,8.53256066209,0,79.8854873771998,1214.9,49.12085161034217,-113.12212981343706,1.3568045541705875,41.6770355392739,Crops,79.8854873771998,100,Crops,79.8854873771998,100,315.4249916997996,0.00450718,0.985797,0.00352,1.3101142833745318,7.8077383481440945,0.2927901880554036,2,0.5855803761108072,6.63657759592248,2.1145769907974583,7.945975123196139,0.2661192563546441,0.6195632928363871,0.039618970535357755
113533,sub113533,113550,Chn_113533,21.3650283236,0,28.15549559127752,1236.3,49.14028924455914,-113.04206266736192,2.2621295587289643,67.5573278366018,Shrubgrass,26.031248949375,92.46,Shrubgrass,26.031248949375,92.46,28.15549559127752,0.00450718,0.985797,0.00942,0.12102634921452611,3.8211710281983104,0.14329391355743665,2,0.2865878271148733,3.247995373968564,0.5064842596776178,3.8888252369213783,0.13024094136937364,0.2389538211741478,0.08
113538,sub113538,113543,Chn_113538,35.995602024,0,146.27935096009253,1474.8,49.089846930008406,-113.50363776742424,4.433870071976534,311.6162860003461,Shrubgrass,138.1083601734279,94.41,Shrubgrass,138.1083601734279,94.41,241.04103612550452,0.00450718,0.985797,0.00623,1.004993029967323,7.210766150533438,0.27040373064500395,2,0.5408074612900079,6.129151227953422,1.803581712819484,7.3384334741369655,0.24577203284268972,0.55722068083971,0.05557828027319412
113540,sub113540,113543,Chn_113540,5.83642560537,0,5.21609924471805,1261.8,49.1704519456929,-113.383644462632,3.6161529239372596,210.292588247183,Shrubgrass,5.21609924471805,100,Shrubgrass,5.21609924471805,100,5.21609924471805,0.00450718,0.985797,0.01553,0.02296477979631754,2.3208719626775793,0.1,2,0.2,1.9208719626775794,0.21208719626775796,2.3680855581775373,0.08956061386184831,0.10827989713874446,0.08
113543,sub113543,113547,Chn_113543,14.3607103288,0,69.05268920382244,1322.1,49.140601739071165,-113.34016052345568,3.341705293246274,312.0098694270075,Shrubgrass,50.026096626466234,72.45,Shrubgrass,50.026096626466234,72.45,315.309824574045,0.00450718,0.985797,0.00485,1.3096427306832898,7.806895164311958,0.2927585686616984,2,0.5855171373233968,6.635860889665164,2.114120294946211,7.945117010711359,0.26609051724424193,0.6194740828201599,0.04650867780289163
113545,sub113545,113552,Chn_113545,12.5833846155,0,92.89098723864555,1298.1,49.146503653396074,-113.24020196314932,2.33938816678315,336.35300629331005,Crops,58.3498898421385,62.82,Crops,58.3498898421385,62.82,1742.902091117823,0.00450718,0.985797,0.00265,7.065486862339568,12.944197312003467,0.48540739920013004,2,0.9708147984002601,11.002567715202947,5.811968465556448,13.173375597988683,0.4411905226815078,1.215678802149713,0.025
113547,sub113547,113552,Chn_113547,3.1113912665,0,27.90149557447664,1197.5,49.17501142337462,-113.26695102032456,1.2698306696714132,338.61123628435365,Crops,21.7510665342012,77.96,Crops,21.7510665342012,77.96,343.2113201485216,0.00450718,0.985797,0.00347,1.423816183110058,8.005135249637892,0.30019257186142095,2,0.6003851437228419,6.804364962192208,2.222850978285768,8.146866956237464,0.2728473399929396,0.640536048983403,0.0386872307272676
113550,sub113550,113579,Chn_113550,39.8899322356,0,191.43227035546323,1204.2,49.249920010160544,-113.07267542223533,2.1529795752723695,258.4644216193291,Crops,135.01218972483824,70.53,Crops,135.01218972483824,70.53,219.58776594674075,0.00450718,0.985797,0.00354,0.9167590003954775,7.014699176313632,0.2630512191117612,2,0.5261024382235224,5.962494299866588,1.7068332822792007,7.138895114862768,0.23908927849712658,0.5371110406115902,0.042672126488476736
113552,sub113552,113553,Chn_113552,26.3739246049,0,206.7650732877652,1114,49.28965947586731,-113.21577808866263,0.9872882044816768,306.56205943510093,Crops,173.529015909049,83.93,Crops,173.529015909049,83.93,2292.8784845541095,0.00450718,0.985797,0.001,9.258879877584373,14.037831700171743,0.5264186887564404,2,1.0528373775128808,11.932156945145982,6.835543684843901,14.286372890517391,0.47846599953869373,1.3545198896341795,0.025
113553,sub113553,113579,Chn_113553,5.63995623248,0,13.8419985742576,1102.7,49.3773491603747,-113.09621232591499,2.67787885665894,193.201674104194,Crops,13.8419985742576,100,Crops,13.8419985742576,100,2306.7204831283675,0.00450718,0.985797,0.01155,9.313979055809432,14.062841228187317,0.5273565460570244,2,1.0547130921140488,11.953415043959218,6.859921524506797,14.311825214685229,0.47931842526052487,1.3577384263851433,0.04847944416742656
113571,sub113571,113577,Chn_113571,21.0956992543,0,68.6819892557629,984.2,49.4373501753305,-112.927662077261,1.23807222742124,286.92757615833,Crops,68.6819892557629,100,Crops,68.6819892557629,100,68.6819892557629,0.026965,0.996659,0.00537,1.8260236492233295,8.625502706782267,0.32345635150433505,2,0.6469127030086701,7.331677300764927,2.5807256127695664,8.778218080200446,0.2939919684372477,0.7075621058620367,0.04579093953303294
113577,sub113577,113584,Chn_113577,6.04094388634,0,2.8017995888842293,932.7,49.50351243640017,-112.93411772801475,4.474974624388582,40.19014499459944,Shrubgrass,2.77061258632387,98.89,Shrubgrass,2.77061258632387,98.89,71.48378884464714,0.026965,0.996659,0.00662,1.9002602353441749,8.729239728674328,0.3273464898252873,2,0.6546929796505746,7.419853769373178,2.6431745352231104,8.883791776263749,0.29752774511051733,0.7189310467474573,0.05043825695076977
113579,sub113579,113584,Chn_113579,52.080685962,0,120.4874815990891,1010.4,49.43868430622997,-113.02092719398077,2.894019786302692,314.69114111399415,Crops,89.0340451546589,73.89,Crops,89.0340451546589,73.89,2646.7957306741973,0.026965,0.996659,0.00259,69.51612270451969,25.70148155078789,0.9638055581545459,2,1.9276111163090919,21.846259318169707,22.913388463596696,26.15652880842109,0.8760102929338137,3.033864799829252,0.025
113582,sub113582,113589,Chn_113582,20.7400449124,0,42.757793449828696,1080,49.4543696423255,-113.18847512880902,1.17835068702698,280.017737611428,Crops,42.757793449828696,100,Crops,42.757793449828696,100,42.757793449828696,0.00450718,0.985797,0.00449,0.18270686990395968,4.323733917805934,0.16214002191772256,2,0.3242800438354451,3.675173830135044,0.6484715387844955,4.4002860518977105,0.14737031436963724,0.28175002136011723,0.0663538132529314
113584,sub113584,113588,Chn_113584,26.4831338601,0,38.0361697895123,929.3,49.5306032744629,-112.87953369817998,3.8071155548095703,308.940625894732,Shrubgrass,38.0361697895123,100,Shrubgrass,38.0361697895123,100,2756.3156893083565,0.026965,0.996659,0.00162,72.38277728939917,26.014954416159846,0.9755607906059942,2,1.9511215812119884,22.112711253735867,23.475731785472213,26.47555174169275,0.8866947142220826,3.083302277895027,0.025
113585,sub113585,113588,Chn_113585,99.0197824729,0,767.5447050368878,1148.5,49.331573779319655,-112.8587634497008,1.7730090128102356,322.00940145637304,Crops,550.884756656113,71.77,Crops,550.884756656113,71.77,767.5447050368878,0.00450718,0.985797,0.00488,3.147976306754678,10.156449955342946,0.3808668733253605,2,0.761733746650721,8.632982462041504,3.578136188183693,10.336270900308119,0.34617283377093283,0.8797810203956017,0.039146894113836525
113588,sub113588,113598,Chn_113588,1.67193477572,0,5.66719921614497,910.3,49.5704697875947,-112.839980145417,2.86234545707703,172.889908471594,Shrubgrass,5.66719921614497,100,Shrubgrass,5.66719921614497,100,3529.5275935613895,0.00450718,0.985797,0.00163,14.165544262026048,15.947862260447435,0.5980448347667788,2,1.1960896695335577,13.55568292138032,8.822221401650188,16.230220729642614,0.543567555155761,1.6056663755203873,0.025
113589,sub113589,113597,Chn_113589,37.2563345972,0,166.366274894142,1058.7,49.4811824285283,-113.10320688173698,1.30791014285701,305.237202159002,Crops,166.366274894142,100,Crops,166.366274894142,100,209.1240683439707,0.00450718,0.985797,0.00285,0.8736796566344884,6.914139910987114,0.25928024666201677,2,0.5185604933240335,5.877018924339047,1.6582474089582009,7.0365554378574116,0.23566181260175323,0.526869303045304,0.03865856031969722
113597,sub113597,113602,Chn_113597,11.7898415619,0,26.119295993533232,947,49.55616870348002,-112.93204117524787,1.9727900187529364,307.9811733768123,Crops,25.723303090273,98.48,Crops,25.723303090273,98.48,235.24336433750395,0.00450718,0.985797,0.00483,0.9811595220583244,7.159033313202908,0.2684637492451091,2,0.5369274984902181,6.085178316222471,1.7777953549156063,7.285784701835515,0.24400876881082206,0.5518967744771169,0.049172165189301974
113598,sub113598,113602,Chn_113598,4.02094162344,0,17.5069972510639,925.2,49.5775199777108,-112.85991845423,1.92318665981293,5.35565924239376,Crops,17.5069972510639,100,Crops,17.5069972510639,100,3547.034590812453,0.00450718,0.985797,0.001,14.234807145418639,15.971215612583691,0.5989205854718884,2,1.1978411709437768,13.575533270696138,8.84807806998241,16.25398755517437,0.5443635317147559,1.608802163908454,0.025
113602,sub113602,-1,Chn_113602,8.135825013,0,36.520894360106,922.7,49.5980006463591,-112.92009500394599,2.09285593032837,307.862477449802,Crops,36.520894360106,100,Crops,36.520894360106,100,3818.798849510063,0.00450718,0.985797,0.00242,15.309379171617591,16.323743812798668,0.6121403929799502,2,1.2242807859599003,13.875182240878868,9.24299123103531,16.612757301832076,0.5563791165489417,1.6563230223797132,0.025
113611,sub113611,113613,Chn_113611,15.4556323483,0,67.1794878800689,1521.7,48.17896607305264,-109.76921783107882,11.953624328348393,106.91583143233437,Needleforest,35.6224566194035,53.03,Needleforest,35.6224566194035,53.03,67.1794878800689,0.00450718,0.985797,0.0453,0.2852261557928417,4.941847063120382,0.1853192648670143,2,0.3706385297340286,4.200570003652325,0.8471330049609815,5.029342951218189,0.16843810676219487,0.33669583657170704,0.08
113613,sub113613,113622,Chn_113613,42.6098534824,0,194.65416457520735,1182.7,48.14644381960137,-109.95150272793401,3.765752852514166,76.75907487212362,Shrubgrass,194.65416457520735,100,Shrubgrass,194.65416457520735,100,261.83365245527625,0.00450718,0.985797,0.00782,1.0904032840636595,7.389390904498656,0.2771021589186996,2,0.5542043178373992,6.280982268823857,1.8940449597759714,7.520220796932181,0.25186028587732867,0.5757008451333874,0.061260373100838164
113614,sub113614,113622,Chn_113614,25.8589420607,0,68.4315540788382,1283.2,48.19660951817664,-109.94118381455803,4.325533082217729,59.89632036702495,Shrubgrass,68.4315540788382,100,Shrubgrass,68.4315540788382,100,68.4315540788382,0.00450718,0.985797,0.03163,0.2904659027882474,4.968909009803182,0.18633408786761932,2,0.37266817573523864,4.223572658332705,0.8564363434359561,5.056884032327536,0.1693604872013969,0.3391564417069467,0.08
113617,sub113617,113619,Chn_113617,11.275676634,0,26.19979492283727,1417.4,48.21894452299757,-109.70719702037664,10.487097379452543,22.57367191810285,Shrubgrass,21.916671353451807,83.65,Shrubgrass,21.916671353451807,83.65,26.19979492283727,0.00450718,0.985797,0.05037,0.11273498450708207,3.7406761380089195,0.1402753551753345,2,0.280550710350669,3.1795747173075815,0.48537032331596724,3.8069051767875313,0.12749735041353158,0.2322659196320366,0.08
113619,sub113619,113624,Chn_113619,14.5696228588,0,99.08659220240379,1225.4,48.270489369662414,-109.76683911491816,7.7839750292534085,69.9994583464873,Shrubgrass,97.86006213439104,98.76,Shrubgrass,97.86006213439104,98.76,125.28638712524106,0.00450718,0.985797,0.01381,0.5272447443602967,5.942048253235213,0.2228268094963205,2,0.445653618992641,5.0507410152499315,1.224744080080968,6.047252801736268,0.20252900287702927,0.43049380922538566,0.08
113621,sub113621,113625,Chn_113621,35.7133694078,0,109.71470996045176,1181.5,48.259572609397416,-109.92022324694773,3.9803025754600627,59.692845248551215,Shrubgrass,108.2940934833824,98.71,Shrubgrass,108.2940934833824,98.71,109.71470996045176,0.00450718,0.985797,0.01704,0.4625853558177227,5.713339879326241,0.21425024547473404,2,0.42850049094946807,4.856338897427305,1.1322781362542669,5.814495123582349,0.1947336977998294,0.40854392662567807,0.08
113622,sub113622,113625,Chn_113622,22.1175628587,0,151.083572909236,843.5,48.2536197208566,-110.09749115090501,0.909066140651703,353.681566808088,Crops,151.083572909236,100,Crops,151.083572909236,100,481.34877944335045,0.00450718,0.985797,0.001,1.9873108325820519,8.847330201444382,0.3317748825541644,2,0.6635497651083287,7.520230671227725,2.715172793114462,9.003973052463966,0.3015527453596106,0.7319279412425498,0.025
113624,sub113624,113628,Chn_113624,24.5186635361,0,41.13549274144587,965.4,48.30465630454121,-109.92446152400315,2.859572315693868,73.50033604851073,Shrubgrass,38.69775711977659,94.07,Shrubgrass,38.69775711977659,94.07,166.42187986668694,0.00450718,0.985797,0.00676,0.6975373615460431,6.462532478365942,0.24234496793872284,2,0.4846899358774457,5.4931526066110505,1.448700059302108,6.576952251243034,0.22026920737159159,0.48149191205395026,0.06228070847712619
113625,sub113625,113628,Chn_113625,3.43324593335,0,30.7920946231061,846.6,48.3308501816348,-110.11660366091,0.983090162277222,243.425030693032,Crops,30.7920946231061,100,Crops,30.7920946231061,100,621.8555840269083,0.00450718,0.985797,0.001,2.558089107705134,9.543489433183128,0.3578808537443673,2,0.7157617074887346,8.111966018205658,3.1592747350943307,9.712457851841789,0.3252806635856064,0.8097077089526226,0.025
113628,sub113628,113633,Chn_113628,17.8723205219,0,41.2466925390733,815.1,48.3424243895766,-110.03907984257899,0.675154430389282,295.65249447068,Shrubgrass,41.2466925390733,100,Shrubgrass,41.2466925390733,100,829.5241564326685,0.00450718,0.985797,0.001,3.3984259496969482,10.392399654800524,0.38971498705501967,2,0.7794299741100393,8.833539706580446,3.746318354670589,10.576398112391395,0.35421495246868323,0.9071375222183352,0.025
113631,sub113631,113637,Chn_113631,24.550838732,0,72.26598005359956,1010.4,48.36541329139564,-109.82412535056223,3.8403056907768103,43.988175376069485,Shrubgrass,69.93669562219868,96.78,Shrubgrass,69.93669562219868,96.78,72.26598005359956,0.00450718,0.985797,0.02382,0.3065041514741326,5.049674735221062,0.18936280257078986,2,0.3787256051415797,4.292223524937903,0.8845040179374436,5.139079722854219,0.17211330931565982,0.346526579029978,0.08
113633,sub113633,113637,Chn_113633,29.2048346446,0,151.5886726577916,930.4,48.38455649794685,-109.95012023518481,1.6581515913374252,102.46574952075406,Crops,117.719347637563,77.66,Crops,117.719347637563,77.66,3563.1714809254267,0.00450718,0.985797,0.001,14.298645177105344,15.992669531876318,0.599725107445362,2,1.199450214890724,13.593769102094871,8.871865044341991,16.27582131821726,0.5450947679311187,1.611684251917726,0.025
113635,sub113635,-1,Chn_113635,0,0,775.811561831754,887.5,48.2508212225001,-110.380349952685,0.561631977558136,302.657671257622,Crops,775.811561831754,100,Crops,775.811561831754,100,775.811561831754,0.00450718,0.985797,0.001,3.1813975485798465,10.188678983394,0.38207546187727504,2,0.7641509237545501,8.6603771358849,3.6008809113620814,10.369070546469333,0.3472713292116795,0.8835053496330264,0.025
113636,sub113636,113633,Chn_113636,46.5356468943,0,417.481125286835,865.6,48.4524191465093,-110.169787116204,0.905386626720428,251.650984014485,Crops,417.481125286835,100,Crops,417.481125286835,100,2582.0586518349664,0.00450718,0.985797,0.001,10.409044161101995,14.539710244684533,0.54523913417567,2,1.09047826835134,12.358753707981853,7.333047598103645,14.797137244001707,0.4955720472942313,1.4194704209739228,0.025
113637,sub113637,114385,Chn_113637,36.5938511541,1,261.7899500185578,900.5,48.47865291203257,-109.88790746338101,1.3144658469804469,220.52009725983598,Crops,253.1506847884871,96.7,Crops,253.1506847884871,96.7,3897.227410997584,0.00450718,0.985797,0.001,15.619284917281853,16.422181230274234,0.6158317961352838,2,1.2316635922705677,13.958854045733098,9.354803761236507,16.712937563461672,0.5597342612999561,1.6696539356606785,0.025
113639,sub113639,114385,Chn_113639,17.6127756427,0,156.61767179380809,809.6,48.59845339368557,-109.89945032021824,1.1453980060208213,195.83240539618689,Crops,120.131759121313,76.7,Crops,120.131759121313,76.7,8145.019214373953,0.00450718,0.985797,0.00148,32.303577018155885,20.422442451438013,0.7658415919289254,2,1.5316831838578508,17.35907608372231,14.467329150229693,20.784023802821775,0.6960793197448857,2.232863902017672,0.025
113640,sub113640,113641,Chn_113640,21.6287889519,0,52.4430309983871,855.2,47.8859161079291,-107.180074500468,3.28635787709899,281.68778986534,Shrubgrass,52.4430309983871,100,Shrubgrass,52.4430309983871,100,52.4430309983871,0.00450718,0.985797,0.00575,0.2234436212469848,4.592856587994952,0.1722321220498107,2,0.3444642440996214,3.903928099795709,0.7317096286892619,4.674173565420544,0.1565431018870239,0.3053719843037292,0.0721263610048096
113641,sub113641,113648,Chn_113641,31.7543050997,0,303.74229768292986,801.2,47.8846093368175,-107.00974414481222,2.1494421905860444,284.70235996252484,Shrubgrass,303.74229768292986,100,Shrubgrass,303.74229768292986,100,356.18532868131695,0.00450718,0.985797,0.0018,1.4768604990636274,8.093462128212865,0.3035048298079825,2,0.607009659615965,6.879442808980935,2.2721744823470527,8.236757670881241,0.2758578767443519,0.649976711972444,0.02766062881184664
113644,sub113644,113649,Chn_113644,22.3772551884,0,55.9215887608737,768.3,47.9470913289281,-107.177268187337,1.80315929751961,322.092802791673,Shrubgrass,55.9215887608737,100,Shrubgrass,55.9215887608737,100,55.9215887608737,0.00450718,0.985797,0.0059,0.23804744928584928,4.680923635602385,0.17553463633508942,2,0.35106927267017884,3.9787850902620274,0.7600394109812051,4.763799848763957,0.15954478254967186,0.31320408632301294,0.07214180271897395
113646,sub113646,113648,Chn_113646,21.560692683,0,42.7938914445835,717,47.960998507705696,-106.945904550975,2.27213740348816,304.734418634918,Shrubgrass,42.7938914445835,100,Shrubgrass,42.7938914445835,100,297.05274059888313,0.00450718,0.985797,0.00111,1.2348574065547304,7.670391652341796,0.2876396869628174,2,0.5752793739256348,6.519832904490526,2.0408358747296664,7.806196690641766,0.2614379262536728,0.6050743334361968,0.025
113648,sub113648,113675,Chn_113648,29.7620788702,0,183.236062968362,704.5,47.95380445971559,-106.803651874879,1.6205650568008398,342.613289254807,Shrubgrass,183.236062968362,100,Shrubgrass,183.236062968362,100,836.4741322485621,0.00450718,0.985797,0.001,3.426492807320585,10.41807414070627,0.39067778027648514,2,0.7813555605529703,8.855363019600329,3.7648518240434523,10.602527167594223,0.3550900426410055,0.910126870183308,0.025
113649,sub113649,113646,Chn_113649,14.9302219901,0,68.2602863550006,745.1,47.9950777612175,-107.085160556151,1.56339371743187,270.927218353379,Shrubgrass,68.2602863550006,100,Shrubgrass,68.2602863550006,100,177.84316431801426,0.00450718,0.985797,0.00188,0.7447059119236212,6.590645266514841,0.24714919749430656,2,0.4942983949886131,5.602048476537615,1.5067072369446335,6.707333288901195,0.22463580860635368,0.4942605263075316,0.032417211573074284
